body,label,source,title
"কুড়িগ্রাম সদর উপজেলার ভোগডাঙ্গা ইউনিয়নের মাঠের পাড় গ্রামের একটি জমি থেকে অজ্ঞাতনামা এক ব্যক্তির লাশ উদ্ধার করেছে কুড়িগ্রাম সদর থানা পুলিশ।,পুলিশ ও স্থানীয়রা জানায়, রোববার সকাল ১১টা দিকে এলাকাবাসী ধান ক্ষেতে মাঝে একটি ফাঁকা জমিতে লাশটি দেখতে পেয়ে পুলিশকে খবর দেয়। পরে পুলিশ এসে তার লাশ উদ্ধার করে থানায় নিয়ে যায়।,কুড়িগ্রাম সদর থানার অফিসার ইনচার্জ (ওসি) মাহফুজুর রহমান বলেন, মরদেহ’র পাশ থেকে কীট নাশকের পাওয়া যাওয়ায় ধারণা করা হচ্ছে ওই ব্যক্তি বিষ পানে আত্মহত্যা করে থাকতে পারে। ময়না তদন্তের পর বিস্তারিত জানা যাবে। নিহত ব্যক্তির আনুমানিক বয়স ৬০ বছর। তার পরিচয় বের করার চেষ্টা চলছে।",সারা বাংলার খবর,https://www.dailyinqilab.com/article/290693/,কুড়িগ্রামে এক অজ্ঞাত ব্যক্তির লাশ উদ্ধার
"ভারতের এয়ার ইন্ডিয়ার ৫ পাইলটের , শনাক্ত হয়েছে। তারা , পজিটিভ হলেও শারীরিকভাবে এখনও তাদের কোনো উপসর্গ দেখা যায়নি। তাদের সবাইকে হোম ,ে রাখা হয়েছে বলে জানিয়েছে রাষ্ট্রায়ত্ত্ব বিমান পরিবহন সংস্থাটি। খবর এনডিটিভি ও টাইমস অব ইন্ডিয়ার।,এয়ার ইন্ডিয়া জানায়, জরুরি ভিত্তিতে শনিবার ৭৭ জন পাইলটের , পরীক্ষা করা হয়। এদের মধ্যে ৫ জনের , পজিটিভ এসেছে। তবে তারা কেউই এখনও অসুস্থ হননি। তারা সবাই মুম্বাইয়ের বাসিন্দা।,বিমান সংস্থাটির কর্মকর্তারা জানান, ৫ পাইলটই বোয়িং ৭৮৭ ড্রিমলাইনার চালান। তবে সর্বশেষ গত ২০ এপ্রিল তাদের কেউ কেউ ফ্লাইট চালিয়েছেন। তাদের পরবর্তী ফ্লাইট শিডিউল করার মাত্র ৭২ ঘণ্টা আগে , শনাক্ত হলেন।,র মধ্যেও আন্তর্জাতিক ফ্লাইট পরিচালনা করছে এয়ার ইন্ডিয়া। এসব ফ্লাইট , আক্রান্ত বিভিন্ন দেশ থেকে ভারতীয় নাগরিকদের ফিরিয়ে আনার জন্য পরিচালিত হয়েছে। ধারণা করা হচ্ছে, , পজিটিভ ৫ পাইলট ইতালি, ইরান ও চীন থেকে ভারতীয়দের ফিরিয়ে আনার ফ্লাইটে ছিলেন। সর্বশেষ রোববার এয়ার ইন্ডিয়ার একটি ফ্লাইট লন্ডন থেকে ৩২৬ ভারতীয় নাগরিককে নিয়ে মুম্বাই বিমান বন্দরে অবতরণ করে। ,ভারতে এ পর্যন্ত ৬৩ হাজার মানুষ , আক্রান্ত হয়েছেন। এদের মধ্যে এই প্রথম পাইলট আক্রান্ত হলেন। এর আগে অন্তত চিকিৎসকসহ ১০০ স্বাস্থ্যকর্মী , আক্রান্ত হয়েছেন। আক্রান্ত হয়েছেন ৫ শতাধিক নিরাপত্তা কর্মী। এদের মধ্যে ২০০ বিএসএফ সদস্য। গত সপ্তাহে ,য় মারা গেছেন ২ বিএসএফ জওয়ান।",আন্তর্জাতিক সংবাদ,https://www.dailyinqilab.com/article/290694/,এয়ার ইন্ডিয়ার ৫ পাইলট করোনা শনাক্ত
"ত্বক বাঁচাতে যারা সূর্যের আলো সচেতন ভাবে এড়িয়ে চলেন, , তাদের একবার ধরলে, পরিণতি ভয়াবহ হতে পারে। ,ভাইরাসে মৃত্যুহারের সঙ্গে ভিটামিন-ডি’র যোগসূত্র খুঁজে পাচ্ছেন গবেষকেরা। ১০টি দেশ থেকে , রোগীদের বিশদ তথ্য সংগ্রহ করে, তা বিশ্লেষণের পর এই সিদ্ধান্তে তারা পৌঁছেছেন।,ভিটামিন-ডি ইমিউনিটি বা রোগ প্রতিরোধ ক্ষমতা বাড়াতে সাহায্য করে। সূর্যালোকে, সোজা কথায়, রোদ থেকে আমাদের ত্বকে ভিটামিন-ডি সংশ্লেষিত হয়। কিন্তু, মুশকিল হল, ত্বক বাঁচাতে অনেকেই গায়ে রোদ লাগাতে চান না। ফলে, শরীরে স্বাভাবিক মাত্রায় যে ভিটামিন-ডি থাকা জরুরি, তা থাকছে না। আর এই ঘাটতিই ,য় মৃত্যু ডেকে আনছে বলে গবেষকরা দাবি করেছেন।,তাদের যুক্তি, ইউরোপীয় দেশগুলির মধ্যে ইতালি ও স্পেনের লোকজনের শরীরে ভিটামিন ডি-র মাত্রা খুবই কম। যে কারণে ,য় এই দু’টি দেশে এত বেশি হারে মৃত্যু হচ্ছে। গবেষকদের কথা অনুযায়ী, কড়া রোদ এড়িয়ে চলায়, এই দেশগুলিতে ত্বকের পিগমেন্টটেশন কমেছে। ফলে, ভিটামিন ডি-র সংশ্লেষ আশানুরূপ হচ্ছে না। শরীরে ভিটামিন ডি পর্যাপ্ত মাত্রায় থাকলে, ইমিউনিটি বাড়ে।,এই গবেষণায় জড়িতদের অন্যতম ব্রিটেনের অ্যাংলিয়া রাসকিন বিশ্ববিদ্যালয়ের সহ-লেখক লি স্মিথ বলেন, গড় ভিটামিন ডি´র মাত্রার সঙ্গে কোভিড-১৯ কেসের একটা গুরুত্বপূর্ণ সম্পর্ক আমরা খুঁজে পেয়েছি। বিশেষত, ,য় মৃত্যুহারের সঙ্গে। এই প্রসঙ্গেই তিনি বলেন, উত্তর ইউরোপের দেশগুলিতে লোকজনের শরীরে ভিটামিন ডি-র গড়মাত্রা ইতালি ও স্পেনের থেকে বেশি। কারণ, সেখানকার লোকজন রোদে বেরোতে দ্বিধা করেন না। আবার কড লিভার ওয়েল, ভিটামিন ডি সাপ্লিমেন্ট নেন। স্ক্যান্ডিনেভিয়ান দেশগুলির প্রসঙ্গও আসে। যেখানে কোভিড আক্রান্তের হার কম।,গবেষকদের ব্যাখ্যা প্রবীণদের শরীরে ভিটামিন-ডি’র মাত্রা স্বাভাবিক ভাবেই অনেক কম। ফলে, , তাদেরই জব্দ করেছে বেশি।,আগের একটি সমীক্ষার উল্লেখ করে বলেন, হাসপাতাল, কেয়ার হোমের মতো প্রতিষ্ঠানের সঙ্গে যুক্ত ব্যক্তিদের ৭০ শতাংশই ভিটামিন ডি-র ঘাটতিতে মারাত্মক ভুগছেন। স্মিথের কথায়, এখনও জোর দিয়ে বলার সময় আসেনি, ভিটামিন ডির ঘাটতিই ,র মৃত্যুহার বাড়ার কারণ। সিদ্ধান্ত পৌঁছনোর আগে আর বিশদ গবেষণার প্রয়োজন রয়েছে। ",আন্তর্জাতিক সংবাদ,https://www.dailyinqilab.com/article/290695/,ভিটামিন-ডি’র ঘাটতিতে করোনা ঝুঁকি বেশি
"রাশিয়ার রাজধানী মস্কোর ,ভাইরাস হাসপাতালে অগ্নিকাণ্ডে এক ব্যক্তির মৃত্যু হয়েছে। উত্তরপশ্চিম মস্কোর ওই হাসপাতালটিতে শুধু , আক্রান্তদেরই চিকিৎসা চলছিল। শনিবার , রোগীদের একটি রুমে হঠাৎই আগুন লাগে। ধোঁয়ায় দমবন্ধ হয়ে মারা যান একজন। খবর আরআইএ-এর।,আগুন কী ভাবে লেগেছে, তা স্পষ্ট জানা যায়নি। রোগীরা হাসপাতালে ঠিক কী অবস্থায় রয়েছেন, সে বিষয়ে বিশদে কিছু জানা না গেলেও একটি সূত্রে সকলেই সুস্থ আছে বলে দাবি করা হয়েছে।,মস্কোর মেয়র সের্গেই সোবায়ানিন রাতে টুইট করে জানান, আগুন সম্পূর্ণ নেভার পরেও ওই হাসপাতাল থেকে , আক্রান্ত রোগীদের অন্যত্র সরিয়ে দেওয়া হচ্ছে। তিনি জানান, রোগীদের একটি রুম থেকেই আগুন ছড়িয়েছিল।,মস্কোর জরুরি বিভাগ এক বিবৃতিতে জানায়, এক ব্যক্তি মারা গেছে এবং ২০০ জনকে ভবন থেকে সরিয়ে আনা হয়েছে। এতে বলা হয়, ‘ভবনের প্রথম তলা থেকে আগুন ছড়িয়ে পড়েছে’ এবং আগুন দ্রুত নিভানো হয়েছে।,তবে সংবাদ সংস্থা এএফপি জেনেছে, আগুনে ইনটেনসিভ কেয়ার ইউনিট ক্ষতিগ্রস্ত হয়েছে। জরুরি বিভাগ এ বিষয়টি নিশ্চিত করেনি এবং হাসপাতাল এ বিষয় বক্তব্য দিতে রাজি হয়নি।,রাশিয়ায় এখনও পর্যন্ত , আক্রান্ত ২ লাখর বেশি মানুষ। মৃত্যু হয়েছে ১ হাজার ৮০০ জনের। সংক্রমণ নিয়ন্ত্রণে রাখতে মস্কোসহ গুরুত্বপূর্ণ শহরগুলোতে , চলছে।",আন্তর্জাতিক সংবাদ,https://www.dailyinqilab.com/article/290696/,"মস্কোর করোনা হাসপাতালে ভয়াবহ আগুন, একজনের মৃত্যু"
"জয়পুরহাটে ,ভাইরাসে আক্রান্ত হয় গোপীনাথপুর আইএইচটির আইসোলেশন ইউনিট থেকে চিকিৎসাধীন চারজনকে সুস্থ হওয়ায় তাদের ছাড়পত্র দিয়েছে হাসপাতাল কর্তৃপক্ষ।,রবিবার দুপুরে হাসপাতালের চিকিৎসক-নার্স এবং কর্মকর্তা-কর্মচারীরা ,জয়ী চারজনকে ফুল দিয়ে বিদায় জানান।,হাসপাতাল সূত্র জানায়, পর পর দুইবার নমুনা পরীক্ষায় ,ভাইরাস নমুনা পরীক্ষা নেগেটিভ আসায় বিশ্ব স্বাস্থ্য সংস্থার নিয়ম অনুযায়ী তাদের ছাড়পত্র দেওয়া হয়েছে।,ছাড়পত্র পেয়েছেন কালাই উপজেলার জিন্দারপুর গ্রামের মোখলেছুর রহমান ও ওবায়দুর রহমান, পাঁচবিবি উপজেলার হেলাল হোসেন ও আরিফ হোসেন।,হাসপাতালে এ সময় উপস্থিত ছিলেন জয়পুরহাট জেলার সিভিল সার্জন সেলিম মিয়া ,আক্কেলপুর ও সদর উপজেলার পরিবার ও পরিবার পরিকল্পনা কর্মকর্তা, কালাই উপজেলা স্বাস্থ্য কমপ্লেক্সের আবাসিক মেডিকেল অফিসার আশিক আহমদ জেবাল, গোপীনাথপুর ইউনিয়ন পরিষদের চেয়ারম্যান আবু সাঈদ জোয়ারদার প্রমুখ।",সারা বাংলার খবর,https://www.dailyinqilab.com/article/290697/,সুস্থ হয়ে বাড়ি ফিরল চার করোনা রোগী
"গোপালগঞ্জেের কোটালীপাড়ায় এই মহামারি , আতংকের মধ্যে ও ঘড়ে বসে নেই ছাত্রলীগ নেতাকর্মিরা তারা জিবনের ঝুকি নিয়ে প্রত্যেকটি ইউনিয়নের অসহায় কৃষকদের জমির পাকা ধান কেটে দিয়ে যেমন প্রশসনীয় হয়েছেন তেমনি তাদের এ অবদান চীর স্বরনীয় হয়ে থাকবে জাতির কাছে।,প্রতিদিনের মত আজও রবিবার উপজেলা ছাত্রলীগের , রফিকুল ইসলামের নেতৃত্বে উপজেলার কান্দি ইউনিয়নের রুহীদাস হাজরার দুই বিঘা জমির পাকা ধান কেটে পৌছে দিলেন ছাত্রলীগ। এসময় ধান কাটায় অংশগ্রহন করেন উপজেলা ছাত্রলীগের , রফিকুল ইসলাম, সহ- সভাপতি রাসেল শেখ,সাজ্জাদ সুমন, কান্দি ইউনিয়ন আওয়ামীলীগ সভাপতি শিক্ষক মনিন্দ্রনাথ রায়,, তুষার মধু,কান্দি ইউনিয়ন ছাত্রলীগ সভাপতি সাগর সিকদার,, বিপ্লব রায়,নাজমুল হুদা সহ কম পক্ষে ৩০ জন নেতাকর্মি। তারা অদম্য সক্তি আর প্রতিভা নিয়ে অপ্রতিরোধ্য গতিতে এগিয়ে চলেছেন কৃষকদের কাছে।,বিভিন্ন ইউনিয়নের কৃষকদের সাথে কথা বলে জানাগেছে ছাত্রলীগ নেতাদের কাছে পেয়ে কৃষকরা খুব খুশি হয়ে কৃষিবান্ধব ছাত্রলীগ বলেও তারা তাদের ভূয়ীসি প্রশংসা করেছেন,আবার কেউ কেউ তাদেের প্রান খুলে দোয়া ও আশির্বাদ করেছেন। কৃষকরা বলেছেন দেশে , ভাইরাসের আতংকে মানুষ সরকারি নির্দেশনা মেনে ঘড়ে অবস্হান করে কর্মহীন হয়ে পড়েছেন সবাই,এদিকে জমির ইরি বোরো ধান পেকে গেছে কিন্তু শ্রমিকের অভাবে কাটতে পারছিলাম না,এমন সময় ছাত্রলীগের নেতাকর্মিরা এসে ধান কেটে দিয়ে যে উপকার করেছে তা কখনও ভোলা যাবেনা।,ধান কাটার এ কর্মসূচী নিয়ে উপজেলা ছাত্রলীগের , রফিকুল ইসলাম বলেন ছাত্রলীগ তো গ্রামের কৃষকদেরই ছেলেরা,তাছারা আমাদের অভিভাবক কৃষিবান্ধব, উন্নয়ন বান্ধব প্রধানমন্ত্রী ,,জাতির কল্যানের জন্য যে কোন সমস্যা বা দুর্যোগ সফলতার সাথে দিন রাত অক্লান্ত পরিছ্রম করে মোকাবিলা করে যাচ্ছেন, তাহলে আমরা পারবনা কেন, কৃষক বাচলে, বাচবে দেশ,,র বাংলাদেশ এই শ্লোগানকে বুকে ধারন করে দেশের মানুষের যে কোন সমস্যায় ছাত্রলীগ অগ্রনি ভুমিকা রেখে পাশে রয়েছে এবং ভবিশ্ব্যতে ও থাকবে।",সারা বাংলার খবর,https://www.dailyinqilab.com/article/290698/,কোটালীপাড়ায় কৃষকদের জমির ধান কাটায় স্বরনীয় হয়ে থাকবে ছাত্রলীগ
"বর্তমান সময়ে সারা বিশ্বকে একযোগে আতঙ্কিত করে রেখেছে নভেল ,ভাইরাস।দেশজুড়ে ,ভাইরাসের আতংকে কাপছে সাধারন মানুষ। বিভিন্ন জরুরী সেবাগুলো হয়ে গেছে সীমিত। এমনকি হাসপাতালগুলোতেও মিলছেনা চিকিৎসাসেবা। অনেক চিকিৎসকই তাদের নির্ধারিত চেম্বারে রোগী দেখতে ঝুঁকিপুর্ন মনে করছেন। আর এতে বিপাকে পড়েছেন সাধারন মানুষ। হঠাৎ অসুস্থ হয়ে পড়লে কিভাবে ডাক্তারের পরামর্শ নেবেন এই চিন্তায় আছেন অনেকেই।,তাই বাসায় থেকে ডাক্তারের পরামর্শ ও অন্যান্য স্বাস্থ্যসেবা নিশ্চিত করছে ডাক্তারভাই। এখন পর্যন্ত এক লক্ষ বিশ হাজারের বেশি মানুষ স্বাস্থ্যসেবা নিয়েছেন; বিগত এপ্রিল মাসেই প্রায় চৌদ্দ হাজারের বেশি মানুষ স্বাস্থ্যসেবা নিয়েছেন এই ডাক্তারভাই অ্যাপ থেকে। ,স্বাস্থ্যতথ্য সংরক্ষণ, ডাক্তারের সঙ্গে অডিও কিংবা ভিডিওর মাধ্যমে পরামর্শ নেয়া, বিশেষজ্ঞ ডাক্তারের পরামর্শ, দেশজুড়ে ৩শ´র বেশি পার্টানার হাসপাতাল ও ক্লিনিকে ৪০ শতাংশ পর্যন্ত ডিসকাউন্ট এবং ২ হাজার ৫শ´র বেশি ডাক্তারের অ্যাপয়েন্টমেন্ট বুকিং, এর সাথে বিভিন্ন হাসপাতাল ও ডায়াগনস্টিক সেন্টারের তথ্য, প্রতিদিন স্বাস্থ্য সংক্রান্ত এলার্ট, এমনকি প্রয়োজনে স্বাস্থ্য ও জীবনবীমার সুবিধা আছে এই ডাক্তারভাই অ্যাপে। ,ডাক্তারভাই অ্যাপের মাধ্যমে ফোন কল করে সকাল ৮ টা থেকে রাত ১০ টা পর্যন্ত বিনামূল্যে ডাক্তারের পরামর্শ পাওয়া যাবে। এছাড়াও বিশেষজ্ঞ ডাক্তারদের সচেতনতামূলক ভিডিও এবং ,ভাইরাসের ঝুঁকি নির্ণয়ের মত গুরুত্বপূর্ন ফিচার রয়েছে এই অ্যাপটিতে। ,এ বিষয়ে ডাক্তারভাইএর কো-ফাউন্ডার রায়হান শামসী বলেন, কোভিড-১৯ মহামারীর কারনে বাংলাদেশে বিভিন্ন হাসপাতাল ও ডায়াগনস্টিক সেন্টারগুলোতে দেখা দিয়েছেচিকিৎসাসেবার সংকট। চলমান এই পরিস্থিতিতে ,ভাইরাস ও স্বাস্থ্য সংক্রান্ত অন্যান্য জরুরী তথ্য ও পরামর্শ সাধারন মানুষের কাছে পৌছে দিচ্ছে ডাক্তারভাই।প্রতিদিন গড়ে চারশো এর বেশি মানুষ টেলিমেডিসিন সেবা নিচ্ছেন এই অ্যাপ থেকে। দূর্যোগের এই দিনে দেশের মানুষের পাশে দাঁড়াতে পেরে আমরা গর্বিত। ,বিনামূল্যে এই টেলিমেডিসিন সেবাটি পাওয়ার জন্য প্লে-স্টোর(bit.ly/daktarbhaiapp) অথবা অ্যাপ স্টোর(bit.ly/iOSdaktarbhai) থেকে এই অ্যাপটি ডাউনলোড করতে হবে। এছাড়াও ১৬৬৪৩ তে ফোন করেও ডাক্তারের পরামর্শ ও অন্যান্য স্বাস্থ্যসেবা পাওয়া যাবে। ,ভাইরাসের এই ভয়াবহতা কতদিন থাকবে তা এখনো নিশ্চিত নয়। কিন্তু এ ধরনের উদ্যোগ শুধু সংকটকালীন সময়েই নয়, বরং সবসময়ের জন্যই সাধারন মানুষ ব্যবহার করতে পারবেন। সরকার ডিজিটাল বাংলাদেশের যে লক্ষ্য নিয়ে এগিয়ে যাচ্ছেন, তাতে এই ধরনের উদ্যোগ স্বাস্থ্যসেবায় যুগান্তকারী ভূমিকায় অবতীর্ন হবে, তা নিশ্চিতভাবে বলা যায়।",স্বাস্থ্য,https://www.dailyinqilab.com/article/290699/,ডাক্তারের পরামর্শ ও অন্যান্য স্বাস্থ্যসেবা নিশ্চিতে কাজ করছে ডাক্তারভাই
"লক্ষ্মীপুরের রায়পুর উপজেলার চরমোহনা ইউনিয়নের সোলতানিয়া স্কুলের পন্ডিত বাড়ীর সুপারির বাগান থেকে রবিবার পরিত্যক্ত অবস্থায় এক নবজাতককে উদ্ধার করা হয়েছে। শিশুটিকে রায়পুর উপজেলা স্বাস্থ্য কমপ্লেক্সে চিকিৎসা দেওয়া হয়েছে।,স্থানীয় ভ্যানচালক তাহেরের স্ত্রী ফাতেমা বাগানে নবজাতকের কান্নার আওয়াজ পায়ে তাকে উদ্ধার করে স্থানীয়দের সহায়তায় পুলিশকে খবর দেয়। পুলিশ নবজাতক ও ফাতেমাকে উদ্ধার করে স্বাস্থ্য কমপ্লেক্সে নিয়ে যান। বর্তমানে সে ফাতেমার তত্ত্বাবধানে রয়েছে।,রায়পুর উপজেলা নির্বাহী কর্মকর্তা সাবরীন চৌধুরী জানান, নবজাতক একটি ছেলে। তাকে নেওয়ার জন্য অনেকেই আগ্রহ দেখান। কিন্তু উদ্ধারকারী পরিবারের আগ্রহের কারণে তাদের কাছেই আপাতত লালন পালনের দায়িত্বে দেওয়া হয়েছে।",সারা বাংলার খবর,https://www.dailyinqilab.com/article/290700/,লক্ষ্মীপুরের রায়পুরে সুপারি বাগান থেকে নবজাতক উদ্ধার
"আওয়ামী লীগের ,, সড়ক পরিবহন ও সেতুমন্ত্রী , বলেছেন, সরকারের সমালোচনার নামে রাজনৈতিক এজেন্ডা বাস্তবায়নের হীন কৌশল অবলম্বন করে যাচ্ছে ,। প্রধানমন্ত্রী ,র নেতৃত্বে পরিচালিত সরকার নাগরিকদের গণতান্ত্রিক অধিকারের প্রতি শ্রদ্ধাশীল। তবে সত্যতা যাচাই না করে জনমনে বিভ্রান্তি ছড়ানোর অপকৌশল সমর্থন যোগ্য নয়।,আজ রোববার (১০ মে) রাজধানীর মানিক মিয়া অ্যাভিনিউয়ে জাতীয় সংসদ ভবন এলাকায় সড়ক পরিবহন ও সেতুমন্ত্রীর সরকারি বাসভবনে এক ভিডিও বক্তব্যে তিনি এ মন্তব্য করেন। কাদের বলেন, এই দুর্যোগের সময়ে প্রয়োজন সবার ঐক্যবদ্ধ প্রয়াস। তবে ঐক্যে ফাটল ধরানোর উস্কানিমূলক বক্তব্য দিচ্ছে ,।,এ সময় রিলিফ কাজে অস্বচ্ছ কিছু হলে প্রকৃত সত্য তুলে না ধরে সেটি টুইস্ট করে রাজনৈতিক প্রপাগান্ডা হিসেবে প্রচার করা নিশ্চয়ই অপরাধ বলে মন্তব্য করেন তিনি।,কাদের বলেন, ডিজিটাল নিরাপত্তা আইনের অপপ্রয়োগ যাতে না হয় সে বিষয়ে স্বরাষ্ট্র মন্ত্রণালয় সতর্ক রয়েছে।",রাজনীতি,https://www.dailyinqilab.com/article/290701/,ঐক্যে ফাটল ধরানোর উস্কানিমূলক বক্তব্য দিচ্ছে বিএনপি: ওবায়দুল কাদের
"শরণখোলা উপজেলার সাউথখালীর সিডরে বিধ্বস্ত নির্মানাধীন বেড়িবাঁধে আবারো ভাঙ্গন দেখা দিয়েছে। শনিবার রাত ৮টায় বাঁধের গাবতলা অংশের আশার আলো মসজিদের সামনে থেকে প্রায় চারশত মিটার ভেঙ্গে নদীগর্ভে বিলিন হয়ে গেছে। এতে এলাকাবাসীর মধ্যে চরম উৎকণ্ঠা দেখা দিয়েছে। ,উপজেলা নির্বাহী কর্মকর্তা প্রকল্প সংশ্লিষ্টদের মাধ্যমে তাৎক্ষকিভাবে ওই রাতে বাঁধে মাটি ফেলে কিছুটা সামল দিয়েছেন। স্থানীয় সংসদ সদস্য এ্যাডঃ আমিরুল আলম মিলন রোববার দুপুরে ঘটনাস্থল পরিদর্শন করেছেন। পরিদর্শনকালে এলাকাবাসী তার কাছে নদী শাসন করে বাঁধ নির্মানের দাবী জানান। এসময় তিনি পানি সম্পদ প্রতিমন্ত্রী জাহিদ ফারুকের সাথে মুটোফোনে কথা বলে এলাকাবাসীকে আশ্বস্থ করেন। এছাড়া প্রতিমন্ত্রী এক সপ্তাহের মধ্যে ভাঙ্গন কবলিত এলাকা পরিদর্শনে আসবেন বলে তিনি জানান।,সাউথখালী ইউপি চেয়ারম্যান মোঃ মোজাম্মেল হোসেন জানান, ঘুর্ণিঝড় সিডরে এই বেড়িবাঁধ ভেঙ্গেই সাউথখালীতে সহস্্রাধিক মানুষের মৃত্যু হয়। এরপর এলাকাবাসীর দাবীর প্রেক্ষিতে ২০১৬ সাল থেকে চারশত কোটি টাকা ব্যায় সাপেক্ষে টেকসই বাঁধ নির্মানের কাজ শুরু হয়। কিন্তু কাজের মেয়াদ দুইবার শেষ হলেও সংশ্লিষ্ট উপকূল রক্ষা বাঁধ প্রকল্পের (সিইআরপি) কর্মকর্তারা বগী থেকে গাবতলা পর্যন্ত প্রায় সাড়ে তিন কিলোমিটার ঝুকিপূর্ণ বাঁধ নির্মান না করে কম গুরুত্বপূর্ন এলাকার কাজ আগে করেন। যার ফলে প্রতিবছর ওই এলাকা ভেঙ্গে নদীগর্ভে বিলিন হতে থাকে। এভাবে এলাকাবাসীর ঘর-বাড়ি, গাছ-পালাসহ শতশত একর জমি ইতিমধ্যে নদীতে বিলিন হয়ে গেছে। যা এখনো অব্যাহত আছে। সংশ্লিষ্টরা কোনমতে রিংবাঁধ দিয়ে ব্যার্থ চেষ্টা করছেন। ঝুকিপূর্ণ ওই অংশে এখন নদী শাসন না করে বাঁধ নির্মান করা হলে তা আবারো ভেঙ্গে যাবে।,এব্যপারে বাগেরহাট পানি উন্নয়ন বোর্ডের নির্বাহী প্রকৌশলী মোঃ নাহিদুজ্জামান জানান, ঝুকিপূর্ণ ওই জায়গায় ৩১ শত মিটার ব্লক ডাম্পিং করে নদী শাসনের প্রস্তাবনা মন্ত্রনালয়ে রয়েছে। এটি এখন অনুমোদনের অপেক্ষায় আছে। আশাকরি অচিরেই কাজ শুরু করা যাবে।,সিইআরপি’র নির্বাহী প্রকৌশলী মোঃ আশরাফুল ইসলাম জানান, ২০১৬ সালে কাজ শুরু করা হলে ২০১৮ সালে বগী থেকে গাবতলা এলাকায় ভাঙ্গন শুরু হয়। যার কারনে বাঁধ নির্মান করা সম্ভব হয়নি। তবে নতুন করে জমি অধিগ্রহনের প্রস্তাব অনুমোধনের অপেক্ষায় রয়েছে। অধিগ্রহন শেষ হলে বাঁধের কাজ শুরু করা হবে।,উপজেলা নির্বাহী কর্মকর্তা সরদার মোস্তফা শাহিন জানান, রাতে বাঁধ ভাঙ্গার খবর পেয়ে ঘটনাস্থলে ছুটে যাই। এরপর ওই রাতেই বাঁধ মেরামতের উদ্যোগ গ্রহন করি। সংশ্লিষ্টদের নিয়ে সারা রাত মাটি ফেলে কিছুটা ঝুঁকিমুক্ত করা হয়েছে। প্রকল্প সংশ্লিষ্টরা আরেকটি রিংবাঁধ দেয়ার কাজ শুরু করেছেন।",সারা বাংলার খবর,https://www.dailyinqilab.com/article/290702/,শরণখোলার সাউথখালীতে নির্মানাধীন বেড়িবাঁধে আবারো ভাঙ্গন
